stimulus,video,trial,frame,eye,lultrial,nth_annotation,noticeRadios,width,height,top,left,pupil_area,eye_area,pupil_area_rel
IPL8005a_eye_left_5679.png,IPL8005a,2,5679,left,non-lullaby,1,difficult,28.5,30,109,169,671.5154297048182,3699,0.18153972146656344
IPL8005a_eye_left_5699.png,IPL8005a,2,5699,left,non-lullaby,1,difficult,30,32.5,105,165,765.763209312512,3402,0.2250920662294274
IPL8005a_eye_left_5719.png,IPL8005a,2,5719,left,non-lullaby,1,difficult,28,31,109.5,167,681.7256058289851,3855,0.176841921097013
IPL8005a_eye_left_5739.png,IPL8005a,2,5739,left,non-lullaby,1,difficult,28.5,31,109.5,167.5,693.8992773616455,3817,0.18179179391187988
IPL8005a_eye_left_5759.png,IPL8005a,2,5759,left,non-lullaby,1,clearly,28,30.5,107,166,670.7300315414209,3556,0.18861924396552893
IPL8005a_eye_left_5759.png,IPL8005a,2,5759,left,non-lullaby,2,difficult,28.5,30.5,107,164.5,682.7073535332319,3556,0.19198744475062762
IPL8005a_eye_left_5779.png,IPL8005a,2,5779,left,non-lullaby,1,clearly,25,30,118,173.5,589.0486225480862,4483,0.1313960790872376
IPL8005a_eye_left_5799.png,IPL8005a,2,5799,left,non-lullaby,1,clearly,28.5,30.5,111.5,164,682.7073535332319,3996,0.17084768606937734
IPL8005a_eye_left_5819.png,IPL8005a,2,5819,left,non-lullaby,1,difficult,28.5,30,112.5,168,671.5154297048182,4117.5,0.16308814321914225
IPL8005a_eye_left_5839.png,IPL8005a,2,5839,left,non-lullaby,1,difficult,28.5,32,112.5,167,716.2831250184728,4117.5,0.1739606861004184
IPL8005a_eye_left_5859.png,IPL8005a,2,5859,left,non-lullaby,1,difficult,27.5,28,114.5,170.5,604.7565858160352,4219,0.14334121493624916
IPL8005a_eye_left_5879.png,IPL8005a,2,5879,left,non-lullaby,1,clearly,30.5,31.5,111,167,754.5712854840984,4163,0.18125661433680001
IPL8005a_eye_left_5899.png,IPL8005a,2,5899,left,non-lullaby,1,clearly,30.5,31.5,112,168,754.5712854840984,4060,0.18585499642465478
IPL8005a_eye_left_5919.png,IPL8005a,2,5919,left,non-lullaby,1,difficult,31.5,31.5,109.5,161.5,779.311327631118,3735,0.20865095786643054
IPL8005a_eye_left_5939.png,IPL8005a,2,5939,left,non-lullaby,1,clearly,29.5,31,112.5,168.5,718.2466204269664,4297.5,0.16713126711505907
IPL8005a_eye_left_5959.png,IPL8005a,2,5959,left,non-lullaby,1,difficult,29,30,113,170,683.29640215578,3869,0.17660801296349962
IPL8005a_eye_left_5979.png,IPL8005a,2,5979,left,non-lullaby,1,difficult,28,29,116,176,637.743308678728,4173,0.1528260984133065
IPL8005a_eye_left_5999.png,IPL8005a,2,5999,left,non-lullaby,1,difficult,28.5,30.5,114,171.5,682.7073535332319,4029.5,0.1694273119576205
IPL8005a_eye_left_6019.png,IPL8005a,2,6019,left,non-lullaby,1,clearly,28.5,30,112,167,671.5154297048182,4062.5,0.1652961057734937
IPL8005a_eye_left_6039.png,IPL8005a,2,6039,left,non-lullaby,1,difficult,31.5,29,113.5,170.5,717.4612222635691,3652.5,0.1964301772111072
IPL8005a_eye_left_6059.png,IPL8005a,2,6059,left,non-lullaby,1,clearly,31,29.5,119,170,718.2466204269664,4461.5,0.16098769930000367
IPL8005a_eye_left_6079.png,IPL8005a,2,6079,left,non-lullaby,1,difficult,30,31,114,168.5,730.4202919596269,4106,0.17789096248407862
IPL8005a_eye_left_6099.png,IPL8005a,2,6099,left,non-lullaby,1,difficult,29,31.5,113,168,717.4612222635691,4123.5,0.17399326355367262
IPL8005a_eye_left_6099.png,IPL8005a,2,6099,left,non-lullaby,2,difficult,28.5,29,114,169,649.131582047991,4123.5,0.15742247654856092
IPL8005a_eye_left_6119.png,IPL8005a,2,6119,left,non-lullaby,1,difficult,28.5,29.5,116.5,164.5,660.3235058764046,3917,0.16857888840347324
IPL8005a_eye_left_6139.png,IPL8005a,2,6139,left,non-lullaby,1,difficult,31,30.5,115,165,742.5939634922873,3952,0.1879033308431901
IPL8005a_eye_left_6159.png,IPL8005a,2,6159,left,non-lullaby,1,clearly,29.5,30.5,115.5,169,706.6619975168541,4587.5,0.15404076240149409
IPL8005a_eye_left_6179.png,IPL8005a,2,6179,left,non-lullaby,1,difficult,27.5,32.5,112.5,166,701.9496085364694,3308,0.21219758420086743
IPL8005a_eye_left_6199.png,IPL8005a,2,6199,left,non-lullaby,1,difficult,29,32.5,113,169,740.237769002095,4335,0.17075842422193654
IPL8005a_eye_left_6219.png,IPL8005a,2,6219,left,non-lullaby,1,clearly,30,32,112,169,753.9822368615503,4463.5,0.16892175128521347
IPL8005a_eye_left_6239.png,IPL8005a,2,6239,left,non-lullaby,1,difficult,30,32.5,111.5,163,765.763209312512,3998,0.1915365706134347
IPL8005a_eye_left_6239.png,IPL8005a,2,6239,left,non-lullaby,2,difficult,29.5,32.5,111.5,163.5,753.0004891573035,3998,0.18834429443654416
IPL8005a_eye_left_6319.png,IPL8005a,3,6319,left,lullaby,1,clearly,29,28,109,168,637.743308678728,3047.5,0.20926769767964823
IPL8005a_eye_left_6339.png,IPL8005a,3,6339,left,lullaby,1,clearly,29,28,112.5,172.5,637.743308678728,3298,0.19337274368669738
IPL8005a_eye_left_6359.png,IPL8005a,3,6359,left,lullaby,1,clearly,28.5,27.5,110,185.5,615.55581056275,3437.5,0.1790707812546182
IPL8005a_eye_left_6379.png,IPL8005a,3,6379,left,lullaby,1,clearly,24.5,25,114,197.5,481.056375080937,4533.5,0.10611147569889423
IPL8005a_eye_left_6399.png,IPL8005a,3,6399,left,lullaby,1,clearly,24.5,25,112.5,197.5,481.056375080937,4464.5,0.10775145594824438
IPL8005a_eye_left_6419.png,IPL8005a,3,6419,left,lullaby,1,clearly,26.5,25,115,194.5,520.3262832508095,4268,0.12191337470731245
IPL8005a_eye_left_6439.png,IPL8005a,3,6439,left,lullaby,1,clearly,25.5,26.5,112,198.5,530.7328089158257,4401.5,0.12057998612196426
IPL8005a_eye_left_6459.png,IPL8005a,3,6459,left,lullaby,1,clearly,26.5,23,113.5,196.5,478.7001805907447,4316,0.11091292414058034
IPL8005a_eye_left_6479.png,IPL8005a,3,6479,left,lullaby,1,clearly,26.5,26,112.5,196.5,541.1393345808419,4352.5,0.12432839393011877
IPL8005a_eye_left_6499.png,IPL8005a,3,6499,left,lullaby,1,clearly,24.5,25.5,117.5,168.5,490.6775025825558,4723,0.10389106554786276
IPL8005a_eye_left_6519.png,IPL8005a,3,6519,left,lullaby,1,clearly,28.5,28,112,172,626.7477343911637,4526.5,0.13846188763750442
IPL8005a_eye_left_6539.png,IPL8005a,3,6539,left,lullaby,1,clearly,28.5,27.5,112.5,172.5,615.55581056275,4324,0.14235795803948892
IPL8005a_eye_left_6559.png,IPL8005a,3,6559,left,lullaby,1,clearly,26.5,28.5,112,171,593.1719629059228,4242.5,0.13981660881695293
IPL8005a_eye_left_6559.png,IPL8005a,3,6559,left,lullaby,2,clearly,29,28.5,111.5,170.5,649.1315820479911,4242.5,0.15300685493175983
IPL8005a_eye_left_6579.png,IPL8005a,3,6579,left,lullaby,1,clearly,29,28.5,114,173,649.1315820479911,4463.5,0.1454310702471135
IPL8005a_eye_left_6599.png,IPL8005a,3,6599,left,lullaby,1,clearly,27.5,30,110.5,170.5,647.9534848028949,4648.5,0.1393897998930612
IPL8005a_eye_left_6619.png,IPL8005a,3,6619,left,lullaby,1,clearly,26.5,27,113,168.5,561.9523859108742,4420,0.12713854884861409
IPL8005a_eye_left_6639.png,IPL8005a,3,6639,left,lullaby,1,clearly,29,28.5,114,185,649.1315820479911,4793,0.1354332530874173
IPL8005a_eye_left_6659.png,IPL8005a,3,6659,left,lullaby,1,clearly,24.5,24,117,199,461.81412007769956,4424.5,0.10437656686127236
IPL8005a_eye_left_6679.png,IPL8005a,3,6679,left,lullaby,1,clearly,26,26,115.5,193.5,530.929158456675,4518,0.11751420063228753
IPL8005a_eye_left_6699.png,IPL8005a,3,6699,left,lullaby,1,clearly,26,28,113,196,571.7698629533425,4377,0.13063053757215956
IPL8005a_eye_left_6699.png,IPL8005a,3,6699,left,lullaby,2,clearly,27,28,112.5,195.5,593.7610115284708,4377,0.1356547890172426
IPL8005a_eye_left_6719.png,IPL8005a,3,6719,left,lullaby,1,clearly,27.5,25.5,116.5,198,550.7604620824607,4629,0.11898044114980788
IPL8005a_eye_left_6739.png,IPL8005a,3,6739,left,lullaby,1,clearly,27.5,26,119.5,181,561.5596868291756,5288,0.10619509962730249
IPL8005a_eye_left_6759.png,IPL8005a,3,6759,left,lullaby,1,clearly,26.5,26.5,113.5,190.5,551.5458602458581,3782,0.14583444215913752
IPL8005a_eye_left_6779.png,IPL8005a,3,6779,left,lullaby,1,clearly,25.5,27,114,205,540.7466354991432,4644,0.11643984399206356
IPL8005a_eye_left_6799.png,IPL8005a,3,6799,left,lullaby,1,clearly,26,26,114,204.5,530.929158456675,4508.5,0.11776181844442166
IPL8005a_eye_left_6799.png,IPL8005a,3,6799,left,lullaby,2,clearly,26.5,26.5,113,204.5,551.5458602458581,4508.5,0.12233467012218212
IPL8005a_eye_left_6819.png,IPL8005a,3,6819,left,lullaby,1,clearly,29,27.5,112.5,199,626.355035309465,4842,0.12935874335181022
IPL8005a_eye_left_6839.png,IPL8005a,3,6839,left,lullaby,1,difficult,31,31.5,98,175.5,766.9413065576082,3917.5,0.1957731478130461
IPL8005a_eye_left_6859.png,IPL8005a,3,6859,left,lullaby,1,clearly,27.5,29.5,111.5,181,637.15426005618,4606,0.13833136345118974
IPL8005a_eye_left_6879.png,IPL8005a,3,6879,left,lullaby,1,clearly,30,30,112.5,178.5,706.8583470577034,4529.5,0.1560565950011488
IPL8005a_eye_left_6899.png,IPL8005a,3,6899,left,lullaby,1,clearly,27,28.5,111.5,175,604.3638867343365,4700,0.12858806100730563
IPL8005a_eye_left_6919.png,IPL8005a,3,6919,left,lullaby,1,clearly,34,29.5,112,176.5,787.7543578876407,4658,0.16911858262937757
IPL8005a_eye_left_6939.png,IPL8005a,3,6939,left,lullaby,1,clearly,28,28,112.5,177.5,615.7521601035994,4972,0.12384395818656464
IPL8005a_eye_left_6959.png,IPL8005a,3,6959,left,lullaby,1,clearly,28.5,28.5,111,172,637.9396582195774,4106.5,0.15534875398017226
IPL8005a_eye_left_6979.png,IPL8005a,3,6979,left,lullaby,1,clearly,26.5,29.5,112,169.5,613.9850142359552,4071.5,0.15080069120372228
IPL8005a_eye_left_6999.png,IPL8005a,3,6999,left,lullaby,1,clearly,21.5,25.5,119,160,430.594543082651,4126,0.10436125620035168
IPL8005a_eye_left_7019.png,IPL8005a,3,7019,left,lullaby,1,clearly,30.5,28.5,126.5,189.5,682.707353533232,6020.5,0.11339711876642006
IPL8005a_eye_left_7039.png,IPL8005a,3,7039,left,lullaby,1,clearly,26.5,27.5,116.5,191.5,572.3589115758905,4291.5,0.13337036271138075
IPL8005a_eye_left_7039.png,IPL8005a,3,7039,left,lullaby,2,clearly,33,31,114,186,803.4623211555896,4291.5,0.18722179218352317
IPL8005a_eye_left_7059.png,IPL8005a,3,7059,left,lullaby,1,clearly,25.5,25.5,115.5,188,510.70515574919074,3919,0.13031517115314895
IPL8005a_eye_left_7079.png,IPL8005a,3,7079,left,lullaby,1,clearly,26,24,116,185,490.08845396000777,4116,0.11906910931972978
IPL8005a_eye_left_7099.png,IPL8005a,3,7099,left,lullaby,1,clearly,27.5,27,118,194.5,583.1581363226054,4725,0.1234197113910276
IPL8005a_eye_left_7119.png,IPL8005a,3,7119,left,lullaby,1,clearly,28,27,108.5,182.5,593.7610115284709,3881.5,0.15297204985919644
IPL8005a_eye_left_7139.png,IPL8005a,3,7139,left,lullaby,1,clearly,24.5,26,117,183,500.29863008417453,4964,0.10078538075829463
IPL8005a_eye_left_8479.png,IPL8005a,5,8479,left,lullaby,1,blink,NA,NA,NA,NA,NA,1943.5,NA
IPL8005a_eye_left_8499.png,IPL8005a,5,8499,left,lullaby,1,notenough,NA,NA,NA,NA,NA,1380,NA
IPL8005a_eye_left_8519.png,IPL8005a,5,8519,left,lullaby,1,notenough,NA,NA,NA,NA,NA,1736.5,NA
IPL8005a_eye_left_8539.png,IPL8005a,5,8539,left,lullaby,1,blink,NA,NA,NA,NA,NA,1686,NA
IPL8005a_eye_left_8539.png,IPL8005a,5,8539,left,lullaby,2,blink,NA,NA,NA,NA,NA,1686,NA
IPL8005a_eye_left_8559.png,IPL8005a,5,8559,left,lullaby,1,notenough,NA,NA,NA,NA,NA,1417.5,NA
IPL8005a_eye_left_8579.png,IPL8005a,5,8579,left,lullaby,1,clearly,33.5,33,105.5,178,868.2576696358791,3788.5,0.2291824388638984
IPL8005a_eye_left_8599.png,IPL8005a,5,8599,left,lullaby,1,clearly,32.5,31,115.5,187,791.2886496229291,5380,0.14707967465110208
IPL8005a_eye_left_8619.png,IPL8005a,5,8619,left,lullaby,1,clearly,32,32,112,194,804.247719318987,4822,0.16678716700932955
IPL8005a_eye_left_8639.png,IPL8005a,5,8639,left,lullaby,1,difficult,31.5,31.5,114,194.5,779.311327631118,4853.5,0.16056687496262864
IPL8005a_eye_left_8659.png,IPL8005a,5,8659,left,lullaby,1,difficult,31,31.5,106.5,185,766.9413065576082,3402.5,0.22540523337475626
IPL8005a_eye_left_8679.png,IPL8005a,5,8679,left,lullaby,1,estimate,37.5,39.5,100,178,1163.3710295324702,3287,0.3539309490515577
IPL8005a_eye_left_8699.png,IPL8005a,5,8699,left,lullaby,1,difficult,32.5,34.5,102,175.5,880.6276907093888,3054,0.28835222354596884
IPL8005a_eye_left_8719.png,IPL8005a,5,8719,left,lullaby,1,difficult,30,32,108.5,188.5,753.9822368615503,3505.5,0.2150855047387107
IPL8005a_eye_left_8739.png,IPL8005a,5,8739,left,lullaby,1,difficult,30,30.5,113,193.5,718.6393195086652,3754,0.19143295671514787
IPL8005a_eye_left_8759.png,IPL8005a,5,8759,left,lullaby,1,difficult,27.5,30,114,203,647.9534848028949,3467.5,0.18686473966918382
IPL8005a_eye_left_8759.png,IPL8005a,5,8759,left,lullaby,2,estimate,32,31.5,113,198,791.6813487046279,3467.5,0.22831473646853004
IPL8005a_eye_left_8779.png,IPL8005a,5,8779,left,lullaby,1,difficult,30,29.5,109.5,200,695.0773746067417,3676,0.18908524880488078
IPL8005a_eye_left_8799.png,IPL8005a,5,8799,left,lullaby,1,notenough,NA,NA,NA,NA,NA,4543,NA
IPL8005a_eye_left_8819.png,IPL8005a,5,8819,left,lullaby,1,clearly,29,29.5,113.5,198.5,671.9081287865171,4680,0.14357011298857203
IPL8005a_eye_left_8839.png,IPL8005a,5,8839,left,lullaby,1,difficult,27.5,28.5,115.5,200.5,615.5558105627501,4475.5,0.13753900358904037
IPL8005a_eye_left_8859.png,IPL8005a,5,8859,left,lullaby,1,clearly,26,26.5,113.5,200,541.1393345808419,4385,0.12340691780634935
IPL8005a_eye_left_8879.png,IPL8005a,5,8879,left,lullaby,1,clearly,24,25,116.5,198,471.23889803846896,4200.5,0.11218638210652755
IPL8005a_eye_left_8899.png,IPL8005a,5,8899,left,lullaby,1,clearly,26.5,27.5,115.5,202,572.3589115758905,4951,0.11560470845806715
IPL8005a_eye_left_8919.png,IPL8005a,5,8919,left,lullaby,1,difficult,26,28.5,115,198,581.9800390775092,4230,0.13758393358806364
IPL8005a_eye_left_8939.png,IPL8005a,5,8939,left,lullaby,1,clearly,28,28,114,200.5,615.7521601035994,4391,0.14023050788057376
IPL8005a_eye_left_8959.png,IPL8005a,5,8959,left,lullaby,1,clearly,27,30,113.5,198,636.172512351933,4113.5,0.15465479818936018
IPL8005a_eye_left_8979.png,IPL8005a,5,8979,left,lullaby,1,clearly,27,26.5,113,201,561.9523859108742,4195,0.13395766052702604
IPL8005a_eye_left_8999.png,IPL8005a,5,8999,left,lullaby,1,clearly,28,30,107.5,201,659.7344572538566,4778,0.13807753395853006
IPL8005a_eye_left_9019.png,IPL8005a,5,9019,left,lullaby,1,difficult,27,28.5,107.5,204.5,604.3638867343365,3939.5,0.1534113178663121
IPL8005a_eye_left_9039.png,IPL8005a,5,9039,left,lullaby,1,clearly,28.5,26,112.5,189,581.9800390775091,3729,0.15606866159225238
IPL8005a_eye_left_9059.png,IPL8005a,5,9059,left,lullaby,1,difficult,25.5,27.5,111,189,550.7604620824605,4096,0.13446300343810072
IPL8005a_eye_left_9079.png,IPL8005a,5,9079,left,lullaby,1,clearly,24.5,25.5,113.5,199.5,490.6775025825558,4585,0.10701799402018665
IPL8005a_eye_left_9099.png,IPL8005a,5,9099,left,lullaby,1,clearly,25.5,25,115,194.5,500.69132916587324,4569.5,0.1095724541341226
IPL8005a_eye_left_9099.png,IPL8005a,5,9099,left,lullaby,2,clearly,27,25.5,115.5,193,540.7466354991432,4569.5,0.11833825046485243
IPL8005a_eye_left_9119.png,IPL8005a,5,9119,left,lullaby,1,clearly,27,25.5,115.5,186.5,540.7466354991432,4052.5,0.13343532029590208
IPL8005a_eye_left_9139.png,IPL8005a,5,9139,left,lullaby,1,difficult,27.5,27.5,114,186.5,593.9573610693203,4033.5,0.1472560706754234
IPL8005a_eye_left_9139.png,IPL8005a,5,9139,left,lullaby,2,clearly,25.5,26,114.5,188,520.7189823325082,4033.5,0.12909854526651993
IPL8005a_eye_left_9159.png,IPL8005a,5,9159,left,lullaby,1,clearly,24.5,23,115.5,194.5,442.5718650744621,4480,0.0987883627398353
IPL8005a_eye_left_9179.png,IPL8005a,5,9179,left,lullaby,1,clearly,26,26.5,112,193,541.1393345808419,4373.5,0.12373141296006446
IPL8005a_eye_left_9199.png,IPL8005a,5,9199,left,lullaby,1,difficult,26,27,111,192,551.3495107050087,4413.5,0.12492341921491078
IPL8005a_eye_left_9219.png,IPL8005a,5,9219,left,lullaby,1,clearly,27,26.5,112.5,198,561.9523859108742,4509.5,0.12461523138061298
IPL8005a_eye_left_9239.png,IPL8005a,5,9239,left,lullaby,1,clearly,26,24,114,197,490.08845396000777,4280,0.11450664812149715
IPL8005a_eye_left_9259.png,IPL8005a,5,9259,left,lullaby,1,difficult,27.5,26.5,110,198.5,572.3589115758905,4446,0.1287356976104117
IPL8005a_eye_left_9279.png,IPL8005a,5,9279,left,lullaby,1,clearly,27.5,24,113,190,518.3627878423159,4079,0.12708085016972687
IPL8005a_eye_left_9299.png,IPL8005a,5,9299,left,lullaby,1,clearly,26.5,25.5,111.5,186.5,530.7328089158257,3871,0.1371048330963125
IPL8005a_eye_left_9379.png,IPL8005a,6,9379,left,non-lullaby,1,clearly,23,25,112,184.5,451.60394395353273,5440,0.08301543087381116
IPL8005a_eye_left_9399.png,IPL8005a,6,9399,left,non-lullaby,1,clearly,24.5,25,115,184,481.056375080937,5161,0.09320991572969134
IPL8005a_eye_left_9419.png,IPL8005a,6,9419,left,non-lullaby,1,clearly,24.5,23,109.5,182,442.5718650744621,3485,0.1269933615708643
IPL8005a_eye_left_9439.png,IPL8005a,6,9439,left,non-lullaby,1,clearly,21.5,24.5,111.5,179.5,413.70848256960585,3621,0.11425254972924768
IPL8005a_eye_left_9459.png,IPL8005a,6,9459,left,non-lullaby,1,clearly,20,21.5,111.5,179,337.72121026090275,3548,0.09518636140386211
IPL8005a_eye_left_9459.png,IPL8005a,6,9459,left,non-lullaby,2,clearly,21,20.5,112.5,178.5,338.1139093426015,3548,0.095297043219448
IPL8005a_eye_left_9479.png,IPL8005a,6,9479,left,non-lullaby,1,clearly,21,22,107.5,176,362.8539514896211,3258.5,0.11135613057837077
IPL8005a_eye_left_9499.png,IPL8005a,6,9499,left,non-lullaby,1,clearly,20.5,22,109.5,181.5,354.21457169224914,3500.5,0.10118970766811859
IPL8005a_eye_left_9519.png,IPL8005a,6,9519,left,non-lullaby,1,clearly,24.5,25,107,178,481.056375080937,3318.5,0.14496199339488836
IPL8005a_eye_left_9539.png,IPL8005a,6,9539,left,non-lullaby,1,clearly,25.5,25.5,105.5,175,510.70515574919074,3185,0.16034698767635502
IPL8005a_eye_left_9559.png,IPL8005a,6,9559,left,non-lullaby,1,clearly,22,22.5,109.5,178,388.77209088173686,3463.5,0.11224832997884708
IPL8005a_eye_left_9579.png,IPL8005a,6,9579,left,non-lullaby,1,clearly,21.5,25,109.5,180.5,422.15151282612845,3726.5,0.11328364761200281
IPL8005a_eye_left_9599.png,IPL8005a,6,9599,left,non-lullaby,1,clearly,22,24,110,177,414.69023027385265,3816.5,0.10865720693668351
IPL8005a_eye_left_9619.png,IPL8005a,6,9619,left,non-lullaby,1,clearly,22,22.5,112.5,168,388.77209088173686,3224.5,0.12056817828554407
IPL8005a_eye_left_9639.png,IPL8005a,6,9639,left,non-lullaby,1,clearly,23,24.5,109,167.5,442.5718650744621,3115,0.14207764528875189
IPL8005a_eye_left_9659.png,IPL8005a,6,9659,left,non-lullaby,1,clearly,21,24.5,107,167,404.0873550679872,2852.5,0.1416607730299692
IPL8005a_eye_left_9679.png,IPL8005a,6,9679,left,non-lullaby,1,clearly,22.5,26.5,103.5,161.5,468.29365492572856,2680.5,0.1747038444043009
IPL8005a_eye_left_9699.png,IPL8005a,6,9699,left,non-lullaby,1,clearly,21.5,22.5,109.5,170,379.9363615435156,3149,0.12065302049651178
IPL8005a_eye_left_9719.png,IPL8005a,6,9719,left,non-lullaby,1,clearly,24,24.5,106.5,169,461.8141200776996,3103,0.1488282694417337
IPL8005a_eye_left_9739.png,IPL8005a,6,9739,left,non-lullaby,1,clearly,19.5,23,111,174,352.25107628375554,3258.5,0.10810221767185992
IPL8005a_eye_left_9739.png,IPL8005a,6,9739,left,non-lullaby,2,clearly,21,25,109.5,173,412.3340357836604,3258.5,0.12654105747542133
IPL8005a_eye_left_9759.png,IPL8005a,6,9759,left,non-lullaby,1,clearly,21.5,23,109,171,388.37939180003815,3057,0.12704592469742826
IPL8005a_eye_left_9779.png,IPL8005a,6,9779,left,non-lullaby,1,clearly,23,24,107.5,178,433.53978619539146,3321.5,0.1305253006760173
IPL8005a_eye_left_9799.png,IPL8005a,6,9799,left,non-lullaby,1,clearly,21,23,108.5,170,379.3473129209675,3211.5,0.1181215360177386
IPL8005a_eye_left_9819.png,IPL8005a,6,9819,left,non-lullaby,1,clearly,23.5,23.5,107.5,170,433.73613573624084,2821.5,0.1537253715173634
IPL8005a_eye_left_9839.png,IPL8005a,6,9839,left,non-lullaby,1,clearly,22.5,24,107,169,424.1150082346221,2671.5,0.15875538395456565
IPL8005a_eye_left_9859.png,IPL8005a,6,9859,left,non-lullaby,1,clearly,23,25.5,107,173,460.6360228326034,3159,0.14581703793371426
IPL8005a_eye_left_9879.png,IPL8005a,6,9879,left,non-lullaby,1,clearly,23,25.5,108,181,460.6360228326034,3645.5,0.12635743322798063
IPL8005a_eye_left_9899.png,IPL8005a,6,9899,left,non-lullaby,1,clearly,23.5,22.5,109.5,179,415.2792788964008,3349,0.12400097906730391
IPL8005a_eye_left_9919.png,IPL8005a,6,9919,left,non-lullaby,1,clearly,25,25,109,175.5,490.8738521234052,3525.5,0.13923524383020996
IPL8005a_eye_left_9939.png,IPL8005a,6,9939,left,non-lullaby,1,clearly,24,26,105.5,175.5,490.0884539600077,3231.5,0.1516597412842357
IPL8005a_eye_left_9959.png,IPL8005a,6,9959,left,non-lullaby,1,clearly,23.5,24,108,174,442.96456415616086,3196,0.13859967589366734
IPL8005a_eye_left_9979.png,IPL8005a,6,9979,left,non-lullaby,1,clearly,23,27.5,100,176.5,496.764338348886,3208.5,0.15482759493498083
IPL8005a_eye_left_9999.png,IPL8005a,6,9999,left,non-lullaby,1,clearly,22,28,104.5,175.5,483.8052686528281,3535,0.13686146213658504
IPL8005a_eye_left_9999.png,IPL8005a,6,9999,left,non-lullaby,2,clearly,23.5,28,104.5,174.5,516.791991515521,3535,0.14619292546407947
IPL8005a_eye_left_10019.png,IPL8005a,6,10019,left,non-lullaby,1,clearly,23.5,27,107,176.5,498.335134675681,3823,0.13035185317177111
IPL8005a_eye_left_10039.png,IPL8005a,6,10039,left,non-lullaby,1,clearly,25.5,23.5,109,186,470.64984941592087,3977.5,0.11832805767842133
IPL8005a_eye_left_10039.png,IPL8005a,6,10039,left,non-lullaby,2,clearly,24.5,24.5,109,186,471.4352475793183,3977.5,0.11852551793320384
IPL8005a_eye_left_10059.png,IPL8005a,6,10059,left,non-lullaby,1,clearly,27,23.5,112,184,498.33513467568093,4020,0.12396396384967187
IPL8005a_eye_left_10079.png,IPL8005a,6,10079,left,non-lullaby,1,clearly,23.5,23,114,185.5,424.5077073163208,3828.5,0.11088094745104371
IPL8005a_eye_left_10099.png,IPL8005a,6,10099,left,non-lullaby,1,clearly,22.5,24.5,109.5,183.5,432.95073757284337,3856.5,0.11226519838528286
IPL8005a_eye_left_10119.png,IPL8005a,6,10119,left,non-lullaby,1,clearly,23,20.5,112,192.5,370.3152340418969,3482,0.1063513021372478
IPL8005a_eye_left_10139.png,IPL8005a,6,10139,left,non-lullaby,1,clearly,23.5,23,115.5,193,424.5077073163208,3877,0.10949386312002085
IPL8005a_eye_left_10159.png,IPL8005a,6,10159,left,non-lullaby,1,clearly,23,22,110,163.5,397.4114706791088,2624.5,0.15142368858034247
IPL8005a_eye_left_10179.png,IPL8005a,6,10179,left,non-lullaby,1,clearly,23.5,25,108.5,167,461.4214209960009,3288.5,0.14031364482165148
IPL8005a_eye_left_10199.png,IPL8005a,6,10199,left,non-lullaby,1,clearly,20.5,19.5,111,186.5,313.96291581812994,4201.5,0.0747263871993645
